id,symbol,name,image,current_price,market_cap,market_cap_rank,fully_diluted_valuation,total_volume,high_24h,low_24h,price_change_24h,price_change_percentage_24h,market_cap_change_24h,market_cap_change_percentage_24h,circulating_supply,total_supply,max_supply,ath,ath_change_percentage,ath_date,atl,atl_change_percentage,atl_date,roi,last_updated
kaspa,kas,Kaspa,https://coin-images.coingecko.com/coins/images/25751/large/kaspa-icon-exchanges.png?1696524837,0.071629,1855777866,62,1857953472.0,39466068.0,0.076783,0.071534,-0.004562274083406648,-5.98789,-118675020.23806334,-6.01053,25900045779.39798,25930409477.81411,28704026601.0,0.207411,-65.4568,2024-08-01T00:40:47.164Z,0.00017105,41786.33809,2022-05-26T14:42:59.316Z,,2025-03-28T09:26:23.866Z
polygon-ecosystem-token,pol,POL (ex-MATIC),https://coin-images.coingecko.com/coins/images/32440/large/polygon.png?1698233684,0.213574,1840493690,64,2219577620.0,111229903.0,0.238042,0.212938,-0.024468525374309186,-10.27906,-218888242.9657793,-10.62883,8617222291.596397,10392099602.65342,,1.29,-83.4119,2024-03-13T18:55:06.692Z,0.194083,10.04644,2025-03-11T01:10:51.470Z,,2025-03-28T09:26:15.628Z
lombard-staked-btc,lbtc,Lombard Staked BTC,https://coin-images.coingecko.com/coins/images/39969/large/LBTC_Logo.png?1724959872,85060.0,1812647796,65,1812647796.0,8452974.0,88054.0,84449.0,-2565.769727410312,-2.92809,-47570423.197543144,-2.55725,21271.38364746815,21271.38364746815,,114576.0,-25.83108,2025-02-04T01:47:44.052Z,52119.0,63.04794,2024-09-06T21:01:52.094Z,,2025-03-28T09:26:23.877Z
sonic-3,s,Sonic (prev. FTM),https://coin-images.coingecko.com/coins/images/38108/large/200x200_Sonic_Logo.png?1734679256,0.562809,1786829288,66,1786829288.0,151713060.0,0.619765,0.561893,-0.052974790618405154,-8.60282,-168526763.25914598,-8.61873,3175000000.0,3175000000.0,,1.029,-45.17284,2025-01-04T21:35:44.705Z,0.359647,56.94003,2025-02-03T02:11:37.229Z,,2025-03-28T09:26:18.194Z
fasttoken,ftn,Fasttoken,https://coin-images.coingecko.com/coins/images/28478/large/lightenicon_200x200.png?1696527472,4.02,1729970347,67,3503144561.0,49318190.0,4.03,4.01,-0.000531415313854922,-0.01322,561040.0,0.03244,430001837.0,870742437.0,1000000000.0,4.07,-1.3175,2025-03-04T14:41:31.962Z,0.398142,909.62218,2023-01-21T10:15:39.503Z,,2025-03-28T09:26:22.552Z
algorand,algo,Algorand,https://coin-images.coingecko.com/coins/images/4380/large/download.png?1696504978,0.200847,1712575542,68,1712596544.0,78802935.0,0.215229,0.200593,-0.010156474616730582,-4.81341,-83709676.87166119,-4.66016,8530285044.214333,8530389653.68278,10000000000.0,3.56,-94.3682,2019-06-20T14:51:19.480Z,0.087513,129.17281,2023-09-11T19:42:08.247Z,"{'times': -0.9163136260966729, 'currency': 'usd', 'percentage': -91.63136260966728}",2025-03-28T09:26:20.097Z
arbitrum,arb,Arbitrum,https://coin-images.coingecko.com/coins/images/16547/large/arb.jpg?1721358242,0.357663,1652217355,69,3577844006.0,123591221.0,0.388026,0.35698,-0.028063938230290075,-7.2756,-129201457.72269344,-7.25273,4617913336.0,10000000000.0,10000000000.0,2.39,-85.03172,2024-01-12T12:29:59.231Z,0.301972,18.48268,2025-03-11T01:11:04.162Z,,2025-03-28T09:26:18.711Z
jupiter-exchange-solana,jup,Jupiter,https://coin-images.coingecko.com/coins/images/34188/large/jup.png?1704266489,0.511495,1427307452,70,3579877888.0,68321715.0,0.549224,0.510217,-0.03668712380952577,-6.69251,-104858380.26709723,-6.8438,2790911111.1,6999978148.283335,10000000000.0,2.0,-74.4279,2024-01-31T15:02:47.304Z,0.454413,12.55079,2025-03-11T01:10:59.343Z,,2025-03-28T09:26:23.704Z
optimism,op,Optimism,https://coin-images.coingecko.com/coins/images/25244/large/Optimism.png?1696524385,0.851194,1379591171,71,3655999007.0,128526799.0,0.9222,0.848582,-0.061609699062860734,-6.7495,-99237347.57920504,-6.71054,1620705846.0,4294967296.0,4294967296.0,4.84,-82.43211,2024-03-06T08:35:50.817Z,0.402159,111.61849,2022-06-18T20:54:52.178Z,,2025-03-28T09:26:12.832Z
kucoin-shares,kcs,KuCoin,https://coin-images.coingecko.com/coins/images/1047/large/sa9z79.png?1696502152,11.24,1377034295,72,1601775648.0,77564.0,11.43,11.15,-0.14330831856322845,-1.25924,-17219152.222797632,-1.23501,122543917.8513356,142543917.8513356,,28.83,-61.21299,2021-12-01T15:09:35.541Z,0.342863,3161.43349,2019-02-07T00:00:00.000Z,,2025-03-28T09:26:23.649Z
story-2,ip,Story,https://coin-images.coingecko.com/coins/images/54035/large/Transparent_bg.png?1738075331,5.27,1362356515,73,5277054672.0,91235117.0,5.84,5.07,-0.48738263980020413,-8.46119,-127931272.50772929,-8.58433,258588325.4,1001635559.76,,7.31,-27.17324,2025-02-26T16:11:25.410Z,1.0,432.46434,2025-02-14T03:11:08.309Z,,2025-03-28T09:26:17.460Z
fetch-ai,fet,Artificial Superintelligence Alliance,https://coin-images.coingecko.com/coins/images/5681/large/ASI.png?1719827289,0.512555,1335175987,74,1391318210.0,102327368.0,0.553897,0.511251,-0.039189095666574136,-7.10276,-99941505.119272,-6.96399,2604959126.672,2714493896.672,2714493896.672,3.45,-85.18157,2024-03-28T17:21:18.050Z,0.00816959,6165.31412,2020-03-13T02:24:18.347Z,"{'times': 4.911827912965027, 'currency': 'usd', 'percentage': 491.18279129650267}",2025-03-28T09:26:22.456Z
solv-btc,solvbtc,Solv Protocol SolvBTC,https://coin-images.coingecko.com/coins/images/36800/large/solvBTC.png?1719810684,85017.0,1321729158,75,1324832155.0,3177174.0,87651.0,84909.0,-2633.919175832445,-3.00501,-39636738.448473215,-2.91154,15557.70185635796,15594.22636513796,21000000.0,108929.0,-21.83184,2025-01-20T07:17:19.296Z,49058.0,73.56674,2024-08-05T06:28:45.311Z,,2025-03-28T09:26:17.037Z
maker,mkr,Maker,https://coin-images.coingecko.com/coins/images/1364/large/Mark_Maker.png?1696502423,1409.11,1194734855,76,1231689555.0,150830274.0,1481.52,1398.15,-19.947279102930906,-1.39584,-15240800.32778716,-1.2596,847646.2046553306,873865.0019619759,1005577.0,6292.31,-77.60798,2021-05-03T21:54:29.333Z,168.36,736.89502,2020-03-16T20:52:36.527Z,,2025-03-28T09:26:11.947Z
kelp-dao-restaked-eth,rseth,Kelp DAO Restaked ETH,https://coin-images.coingecko.com/coins/images/33800/large/Icon___Dark.png?1702991855,1985.18,1166993294,77,1166993294.0,2123216.0,2115.66,1981.85,-120.84396116775747,-5.73801,-47786437.4545269,-3.93375,587666.4191575074,587666.4191575074,,4216.2,-52.91743,2024-12-06T20:31:16.142Z,1862.59,6.577,2025-03-11T01:10:28.160Z,,2025-03-28T09:26:23.761Z
binance-peg-weth,weth,Binance-Peg WETH,https://coin-images.coingecko.com/coins/images/39580/large/weth.png?1723006716,1908.85,1154806066,79,1154806066.0,31385439.0,2035.26,1905.49,-123.63679232963955,-6.08302,-70497374.46034479,-5.75346,604999.999959841,604999.999959841,,4098.26,-53.48618,2024-12-06T20:27:27.286Z,1790.63,6.4574,2025-03-11T01:17:39.749Z,,2025-03-28T09:26:19.068Z
movement,move,Movement,https://coin-images.coingecko.com/coins/images/39345/large/movement-testnet-token.png?1721878759,0.471246,1154553204,78,4712462056.0,57300676.0,0.500887,0.46355,-0.02911158888437082,-5.81815,-71422238.5805552,-5.82575,2450000000.0,10000000000.0,10000000000.0,1.45,-67.60114,2024-12-10T04:05:51.093Z,0.378282,24.17668,2025-03-04T16:40:46.804Z,,2025-03-28T09:26:11.852Z
nexo,nexo,NEXO,https://coin-images.coingecko.com/coins/images/3695/large/CG-nexo-token-200x200_2x.png?1730414360,1.12,1117180322,80,1117180322.0,14278956.0,1.18,1.11,-0.05148862038392976,-4.40524,-50912371.84588003,-4.35859,1000000000.0,1000000000.0,1000000000.0,4.07,-72.58517,2021-05-12T14:37:47.535Z,0.04515276,2369.89786,2018-09-13T00:00:00.000Z,"{'times': 10.17316417120555, 'currency': 'usd', 'percentage': 1017.316417120555}",2025-03-28T09:26:20.030Z
xdce-crowd-sale,xdc,XDC Network,https://coin-images.coingecko.com/coins/images/2912/large/xdc-icon.png?1696503661,0.070461,1106324393,81,2676782050.0,26551507.0,0.071988,0.069867,-0.000476828933566376,-0.67218,-6675920.685651541,-0.59981,15697855030.95,37981388496.3,,0.192754,-63.48808,2021-08-21T04:39:48.324Z,0.00039532,17702.9387,2019-07-22T00:00:00.000Z,"{'times': 3.908309281026145, 'currency': 'eth', 'percentage': 390.8309281026145}",2025-03-28T09:26:21.315Z
binance-staked-sol,bnsol,Binance Staked SOL,https://coin-images.coingecko.com/coins/images/40132/large/bnsol.png?1725968367,136.78,1076620839,82,1076620839.0,2390924.0,145.89,136.56,-7.2178744753955755,-5.01244,-27701538.332999706,-2.50846,7880780.215458342,7880780.215458342,,297.96,-54.01306,2025-01-19T11:30:53.744Z,118.29,15.83109,2025-03-11T01:11:46.882Z,,2025-03-28T09:26:18.421Z
worldcoin-wld,wld,Worldcoin,https://coin-images.coingecko.com/coins/images/31069/large/worldcoin.jpeg?1696529903,0.87418,1057084852,83,8749282763.0,152197226.0,0.965889,0.872884,-0.08713566364541714,-9.06421,-98821725.1813097,-8.54928,1208196009.322991,10000000000.0,10000000000.0,11.74,-92.55319,2024-03-10T00:10:42.330Z,0.708589,23.38626,2025-03-11T01:11:28.418Z,,2025-03-28T09:26:21.536Z
quant-network,qnt,Quant,https://coin-images.coingecko.com/coins/images/3370/large/5ZOu7brX_400x400.jpg?1696504070,72.56,1055193988,84,1060150440.0,24344432.0,76.67,72.43,-4.099785456443499,-5.34803,-57060779.26537192,-5.13019,14544176.164091088,14612493.0,14612493.0,427.42,-83.06244,2021-09-11T09:15:00.668Z,0.215773,33451.37757,2018-08-23T00:00:00.000Z,"{'times': 15.344252039103132, 'currency': 'eth', 'percentage': 1534.4252039103133}",2025-03-28T09:26:14.754Z
immutable-x,imx,Immutable,https://coin-images.coingecko.com/coins/images/17233/large/immutableX-symbol-BLK-RGB.png?1696516787,0.587977,1053895757,85,1175675281.0,46775228.0,0.649429,0.586866,-0.061180505915316874,-9.42461,-108597404.50893903,-9.34177,1792834764.3898141,2000000000.0,2000000000.0,9.52,-93.8254,2021-11-26T01:03:01.536Z,0.378055,55.48492,2022-12-31T07:36:37.649Z,,2025-03-28T09:26:24.241Z
dexe,dexe,DeXe,https://coin-images.coingecko.com/coins/images/12713/large/DEXE_token_logo.png?1696512514,18.1,1032997806,86,1745752187.0,17229227.0,18.27,17.51,0.289745,1.62727,16078941.0,1.58114,57103774.56313077,96504599.33609451,,32.38,-44.12049,2021-03-08T13:29:57.935Z,0.671563,2594.35765,2020-11-06T19:31:40.144Z,,2025-03-28T09:26:21.940Z
blockstack,stx,Stacks,https://coin-images.coingecko.com/coins/images/2069/large/Stacks_Logo_png.png?1709979332,0.675598,1025994534,87,1025994534.0,51023252.0,0.749474,0.673772,-0.06941279394909727,-9.31702,-103592835.43679619,-9.17086,1518924562.16024,1518924562.16024,1818000000.0,3.86,-82.55557,2024-04-01T12:34:58.342Z,0.04559639,1378.42633,2020-03-13T02:29:26.415Z,"{'times': 4.629983369559445, 'currency': 'usd', 'percentage': 462.9983369559445}",2025-03-28T09:26:19.753Z
bonk,bonk,Bonk,https://coin-images.coingecko.com/coins/images/28600/large/bonk.jpg?1696527587,1.259e-05,974762422,88,1118673032.0,108662867.0,1.399e-05,1.255e-05,-1.195028948828e-06,-8.6681,-93117487.91687071,-8.71985,77419592329436.58,88849557716709.12,88849557716709.12,5.825e-05,-78.39585,2024-11-20T04:01:06.465Z,8.6142e-08,14508.88817,2022-12-29T22:48:46.755Z,,2025-03-28T09:26:20.145Z
sei-network,sei,Sei,https://coin-images.coingecko.com/coins/images/28205/large/Sei_Logo_-_Transparent.png?1696527207,0.196048,959026700,89,1964268268.0,78121508.0,0.214527,0.195755,-0.015416033531828688,-7.29014,-74788223.68721104,-7.2342,4882361111.0,10000000000.0,,1.14,-82.79403,2024-03-16T02:30:23.904Z,0.095364,105.63318,2023-10-19T08:05:30.655Z,,2025-03-28T09:26:16.724Z
usdt0,usdt0,USDT0,https://coin-images.coingecko.com/coins/images/53705/large/usdt0.jpg?1737086183,0.999733,955087277,90,955087277.0,100516870.0,1.002,0.997855,-0.000775503015729706,-0.07751,-616706674.9654909,-39.23585,954708139.522606,954708139.522606,,1.052,-5.00205,2025-01-23T22:34:53.341Z,0.975737,2.42661,2025-02-28T01:35:58.101Z,,2025-03-28T09:26:20.795Z
rocket-pool-eth,reth,Rocket Pool ETH,https://coin-images.coingecko.com/coins/images/20764/large/reth.png?1696520159,2161.42,939603271,91,939603271.0,7424646.0,2303.54,2156.47,-129.65285191411112,-5.65904,-56465085.18932164,-5.6688,435221.6768202295,435221.6768202295,,4814.31,-55.16253,2021-12-01T08:03:50.749Z,887.26,143.28904,2022-06-18T20:55:45.957Z,,2025-03-28T09:26:15.678Z
injective-protocol,inj,Injective,https://coin-images.coingecko.com/coins/images/12882/large/Other_200x200.png?1738782212,9.57,935012009,92,956756987.0,87701073.0,10.58,9.55,-0.845992543892077,-8.12063,-82757903.22824657,-8.1313,97727220.33,100000000.0,,52.62,-81.8261,2024-03-14T15:06:22.124Z,0.657401,1354.70309,2020-11-03T16:19:30.576Z,,2025-03-28T09:26:24.228Z
usual-usd,usd0,Usual USD,https://coin-images.coingecko.com/coins/images/38272/large/USD0LOGO.png?1716962811,0.99769,927998154,93,927998154.0,46485807.0,0.99833,0.997428,-7.589468290159e-06,-0.00076,-20440499.966142416,-2.15517,930156187.8072425,930156187.8072425,,1.33,-24.74019,2024-07-12T08:28:59.311Z,0.976415,2.1819,2025-01-20T17:07:15.786Z,,2025-03-28T09:26:21.693Z
the-graph,grt,The Graph,https://coin-images.coingecko.com/coins/images/13397/large/Graph_Token.png?1696513159,0.096831,924553050,94,1044567145.0,40970900.0,0.106957,0.096761,-0.0098624404901263,-9.2437,-93212518.26481235,-9.15855,9548531509.16547,10788004319.0,10788004319.0,2.84,-96.59379,2021-02-12T07:28:45.775Z,0.052051,85.94759,2022-11-22T10:05:03.503Z,,2025-03-28T09:26:23.120Z
theta-token,theta,Theta Network,https://coin-images.coingecko.com/coins/images/2538/large/theta-token-logo.png?1696503349,0.914854,914192985,95,914192985.0,17546995.0,0.997668,0.91244,-0.08063335735751187,-8.09989,-80904489.55332077,-8.13031,1000000000.0,1000000000.0,1000000000.0,15.72,-94.19557,2021-04-16T13:15:11.190Z,0.04039979,2158.52729,2020-03-13T02:24:16.483Z,"{'times': 5.099028103860267, 'currency': 'usd', 'percentage': 509.90281038602666}",2025-03-28T09:26:20.121Z
stargate-bridged-usdc-berachain,usdc.e,Stargate Bridged USDC (Berachain),https://coin-images.coingecko.com/coins/images/54336/large/usdc.jpg?1739335056,0.998964,887409958,96,887409958.0,23884640.0,1.003,0.99475,-0.001273414800885497,-0.12731,-146800514.12867177,-14.19445,887923755.254748,887923755.254748,,1.031,-2.97173,2025-02-28T16:53:22.940Z,0.97659,2.41232,2025-03-07T00:19:25.911Z,,2025-03-28T09:26:17.107Z
berachain-bera,bera,Berachain,https://coin-images.coingecko.com/coins/images/25235/large/BERA.png?1738822008,8.21,884334729,97,4098718703.0,296374839.0,8.74,8.07,0.129822,1.60603,11318301.0,1.29646,107989297.5953384,500509297.5953384,,14.83,-44.72861,2025-02-06T14:16:01.862Z,4.79,71.1426,2025-02-10T03:01:22.311Z,,2025-03-28T09:26:18.488Z
eos,eos,EOS,https://coin-images.coingecko.com/coins/images/738/large/CG_EOS_Icon.png?1731705232,0.582004,883084298,98,1222555475.0,140104929.0,0.596163,0.566091,0.00708686,1.23267,11532278.0,1.32319,1516885789.1746,2100000000.0,2100000000.0,22.71,-97.43916,2018-04-29T07:50:33.540Z,0.402746,44.40825,2024-11-04T21:55:59.771Z,"{'times': -0.4121168344642329, 'currency': 'usd', 'percentage': -41.211683446423294}",2025-03-28T09:26:22.757Z
lido-dao,ldo,Lido DAO,https://coin-images.coingecko.com/coins/images/13573/large/Lido_DAO.png?1696513326,0.952153,854745116,99,951962110.0,78271778.0,1.056,0.948767,-0.10053403347726264,-9.55023,-90007829.53744817,-9.52713,897877243.8587132,1000000000.0,1000000000.0,7.3,-86.97483,2021-08-20T08:35:20.158Z,0.40615,134.20213,2022-06-18T20:55:12.035Z,,2025-03-28T09:26:24.146Z
flare-networks,flr,Flare,https://coin-images.coingecko.com/coins/images/28624/large/FLR-icon200x200.png?1696527609,0.01379457,842854284,100,1423437098.0,9331718.0,0.01464345,0.01372154,-0.000807217292257006,-5.52821,-52721837.25263035,-5.88692,61119509245.51072,103220424327.7825,,0.150073,-90.81474,2023-01-10T03:14:05.921Z,0.00827405,66.6003,2023-10-19T03:35:41.663Z,,2025-03-28T09:26:22.584Z
solv-protocol-solvbtc-bbn,solvbtc.bbn,Solv Protocol SolvBTC.BBN,https://coin-images.coingecko.com/coins/images/39384/large/unnamed.png?1721961640,84594.0,815579176,101,815579176.0,1019292.0,87001.0,84590.0,-2231.0811435142095,-2.56963,-22576982.324039698,-2.69365,9641.114558188554,9641.114558188554,21000000.0,117077.0,-27.49798,2025-01-20T07:15:49.114Z,11402.13,644.44767,2024-09-10T17:58:43.974Z,,2025-03-28T09:26:27.794Z
polygon-bridged-usdt-polygon,usdt,Polygon Bridged USDT (Polygon),https://coin-images.coingecko.com/coins/images/35023/large/USDT.png?1707233644,0.999623,814737964,102,814737964.0,17520098.0,1.002,0.997983,-0.000792496939045595,-0.07922,456982.0,0.05612,815056106.696768,815056106.696768,,1.027,-2.64914,2024-04-14T06:51:56.926Z,0.945933,5.6716,2024-12-05T22:30:30.789Z,,2025-03-28T09:26:26.088Z
paypal-usd,pyusd,PayPal USD,https://coin-images.coingecko.com/coins/images/31212/large/PYUSD_Logo_%282%29.png?1696530039,0.999538,799894948,103,799894948.0,51496638.0,1.001,0.998507,-0.000204211106420105,-0.02043,33427207.0,4.3612,800276343.742601,800276343.742601,,1.021,-2.07779,2023-10-23T22:44:57.056Z,0.959426,4.17983,2024-12-05T22:31:13.430Z,,2025-03-28T09:26:25.465Z
tether-gold,xaut,Tether Gold,https://coin-images.coingecko.com/coins/images/10481/large/Tether_Gold.png?1696510471,3085.98,760753127,104,760753127.0,21912073.0,3088.47,3045.04,39.61,1.30039,9848059.0,1.31149,246524.33,246524.33,,3088.47,-0.11034,2025-03-28T07:37:38.332Z,1447.84,113.08016,2020-03-19T13:45:41.821Z,,2025-03-28T09:26:29.564Z
wbnb,wbnb,Wrapped BNB,https://coin-images.coingecko.com/coins/images/12591/large/binance-coin-logo.png?1696512401,628.04,751437616,105,751437616.0,325809237.0,641.0,626.09,-12.180448776250273,-1.90253,-48718463.61182678,-6.08862,1196512.817372513,1196512.817372513,,789.32,-20.39957,2024-12-04T10:35:40.754Z,23.6,2561.95108,2020-09-24T13:48:40.532Z,,2025-03-28T09:26:31.559Z
mantle-staked-ether,meth,Mantle Staked Ether,https://coin-images.coingecko.com/coins/images/33345/large/symbol_transparent_bg.png?1701697066,2023.53,750209674,106,750287980.0,1909154.0,2160.1,2023.69,-124.74869500566842,-5.80691,-46335424.15783286,-5.81705,370630.4588849459,370669.1444050348,,4729.53,-57.21075,2024-03-27T05:26:27.333Z,1896.19,6.72583,2025-03-11T00:57:41.551Z,,2025-03-28T09:26:24.077Z
binance-bridged-usdc-bnb-smart-chain,usdc,Binance Bridged USDC (BNB Smart Chain),https://coin-images.coingecko.com/coins/images/35220/large/USDC.jpg?1707919050,0.999788,749266513,107,749266513.0,80738729.0,1.004,0.997204,-0.002013345405784128,-0.20097,135585.0,0.0181,748999999.839804,748999999.839804,,1.031,-3.01892,2024-03-05T20:15:29.285Z,0.942892,6.04966,2024-12-05T22:30:25.440Z,,2025-03-28T09:26:29.446Z
gala,gala,GALA,https://coin-images.coingecko.com/coins/images/12493/large/GALA_token_image_-_200PNG.png?1709725869,0.01688212,738019117,108,738019117.0,68907948.0,0.01865209,0.01683421,-0.001646223895491412,-8.8849,-71840383.56890869,-8.87072,43724162303.28351,43724162303.28351,50000000000.0,0.824837,-97.95547,2021-11-26T01:03:48.731Z,0.00013475,12415.14076,2020-12-28T08:46:48.367Z,,2025-03-28T09:26:23.070Z
tezos,xtz,Tezos,https://coin-images.coingecko.com/coins/images/976/large/Tezos-logo.png?1696502091,0.688708,713808881,109,727751650.0,17807440.0,0.734463,0.687709,-0.041238023583476724,-5.64946,-43195405.92734671,-5.7061,1036696315.524639,1056946018.507724,,9.12,-92.45653,2021-10-04T00:41:18.025Z,0.350476,96.20958,2018-12-07T00:00:00.000Z,"{'times': 0.46533624458173467, 'currency': 'usd', 'percentage': 46.53362445817347}",2025-03-28T09:26:32.251Z
jito-governance-token,jto,Jito,https://coin-images.coingecko.com/coins/images/33228/large/jto.png?1701137022,2.27,704053569,110,2273508203.0,27910610.0,2.4,2.27,-0.09865368171379485,-4.1591,-29663261.2383945,-4.04288,309677162.3,1000000000.0,,6.01,-62.19811,2023-12-07T16:04:48.717Z,1.45,56.52174,2024-01-08T03:34:43.146Z,,2025-03-28T09:26:23.377Z
curve-dao-token,crv,Curve DAO,https://coin-images.coingecko.com/coins/images/12124/large/Curve.png?1696511967,0.535666,700616313,111,1201460723.0,228762556.0,0.60525,0.533717,-0.04713240815460795,-8.08726,-61208042.39505398,-8.0344,1307527447.0,2242229938.753453,3030303031.0,15.37,-96.5092,2020-08-14T00:00:00.000Z,0.180354,197.53079,2024-08-05T11:41:26.119Z,,2025-03-28T09:26:30.731Z
the-sandbox,sand,The Sandbox,https://coin-images.coingecko.com/coins/images/12129/large/sandbox_logo.jpg?1696511971,0.28505,697217948,112,855182350.0,73872727.0,0.315835,0.284822,-0.02699324909765838,-8.6505,-65738787.27830255,-8.61632,2445857126.2233224,3000000000.0,3000000000.0,8.4,-96.60593,2021-11-25T06:04:40.957Z,0.02897764,883.49251,2020-11-04T15:59:14.441Z,,2025-03-28T09:26:29.458Z
iota,iota,IOTA,https://coin-images.coingecko.com/coins/images/692/large/IOTA_Swirl.png?1696501881,0.187514,690738037,113,861360298.0,24810723.0,0.199722,0.186404,-0.009991246798774889,-5.05873,-37828453.71862018,-5.19218,3688810566.0,4600000000.0,,5.25,-96.44061,2017-12-19T00:00:00.000Z,0.081637,128.84689,2020-03-13T02:22:41.168Z,"{'times': 0.6428830377119574, 'currency': 'btc', 'percentage': 64.28830377119574}",2025-03-28T09:26:23.342Z
arbitrum-bridged-wbtc-arbitrum-one,wbtc,Arbitrum Bridged WBTC (Arbitrum One),https://coin-images.coingecko.com/coins/images/39532/large/wbtc.png?1722810336,84999.0,687461511,114,687461511.0,92304779.0,87566.0,84885.0,-2284.1998161217343,-2.61698,-18876413.02352476,-2.67243,8087.83229332,8087.83229332,,108397.0,-21.65177,2025-01-20T09:11:53.545Z,49594.0,71.24444,2024-08-05T13:30:13.831Z,,2025-03-28T09:26:26.900Z
bittorrent,btt,BitTorrent,https://coin-images.coingecko.com/coins/images/22457/large/btt_logo.png?1696521780,6.88895e-07,679722691,115,682437868.0,21082185.0,7.12079e-07,6.86689e-07,-1.9280916925e-08,-2.72262,-20044619.249545336,-2.86447,986061142857000.0,990000000000000.0,990000000000000.0,3.43e-06,-79.91805,2022-01-21T04:00:31.909Z,3.65368e-07,88.599,2023-10-13T05:10:41.241Z,,2025-03-28T09:26:28.411Z
pax-gold,paxg,PAX Gold,https://coin-images.coingecko.com/coins/images/9519/large/paxgold.png?1696509604,3080.76,667552947,116,667552947.0,55441513.0,3086.82,3045.92,32.86,1.078,7091789.0,1.07376,216678.085,216678.085,,3088.36,-0.26425,2025-03-18T07:27:31.661Z,1399.64,120.07056,2019-11-18T03:09:35.959Z,,2025-03-28T09:26:26.193Z
bitcoin-cash-sv,bsv,Bitcoin SV,https://coin-images.coingecko.com/coins/images/6799/large/BSV.png?1696507128,33.49,664572779,117,664574453.0,29188896.0,35.51,33.41,-1.8851225419782338,-5.32884,-37087088.87562454,-5.28562,19843684.375,19843734.375,21000000.0,489.75,-93.16432,2021-04-16T17:09:04.630Z,21.43,56.18396,2023-06-10T04:32:12.266Z,,2025-03-28T09:26:30.544Z
msol,msol,Marinade Staked SOL,https://coin-images.coingecko.com/coins/images/17752/large/mSOL.png?1696517278,167.37,638553526,118,638553526.0,9128993.0,178.68,167.18,-9.22475982201155,-5.22374,-34782627.86268294,-5.16572,3813369.0,3813369.0,3813369.0,363.77,-53.9476,2025-01-19T11:26:02.862Z,8.93,1775.92741,2022-12-29T20:45:33.039Z,,2025-03-28T09:26:28.143Z
pancakeswap-token,cake,PancakeSwap,https://coin-images.coingecko.com/coins/images/12632/large/pancakeswap-cake-logo_%281%29.png?1696512440,2.15,631296401,119,800460100.0,300258877.0,2.48,2.15,-0.22729654816369882,-9.55336,-66039787.0745759,-9.47029,293273941.2075788,371860330.4594583,450000000.0,43.96,-95.10877,2021-04-30T10:08:22.934Z,0.194441,1005.94668,2020-11-03T14:29:34.165Z,,2025-03-28T09:26:25.698Z
kaia,kaia,Kaia,https://coin-images.coingecko.com/coins/images/39901/large/KAIA.png?1724734368,0.107528,629750236,120,629750256.0,9653749.0,0.112244,0.107229,-0.003063924560982659,-2.77049,-17897870.187521696,-2.76352,5856641747.106198,5856641936.044253,,0.406698,-73.52144,2024-12-03T00:11:32.242Z,0.095693,12.53513,2025-03-11T01:11:47.874Z,,2025-03-28T09:26:23.155Z
flow,flow,Flow,https://coin-images.coingecko.com/coins/images/13446/large/5f6294c0c7a8cda55cb1c936_Flow_Wordmark.png?1696513210,0.400024,628860194,121,628860194.0,20700435.0,0.424596,0.398795,-0.023952837217611156,-5.64957,-37845250.894295335,-5.67646,1572540589.319016,1572540589.319016,,42.4,-99.05737,2021-04-05T13:49:10.098Z,0.358568,11.45646,2025-03-11T01:10:50.848Z,,2025-03-28T09:26:22.412Z
usdx-money-usdx,usdx,Stables Labs USDX,https://coin-images.coingecko.com/coins/images/50360/large/USDX200px.png?1731906044,1.0,626129148,122,626129148.0,567574.0,1.003,0.999162,-0.000719664499480022,-0.07188,-346619.6906758547,-0.05533,625851377.1639292,625851377.1639292,,1.057,-5.39909,2024-12-06T21:42:23.559Z,0.944423,5.90607,2025-02-05T20:50:54.140Z,,2025-03-28T09:26:30.444Z
floki,floki,FLOKI,https://coin-images.coingecko.com/coins/images/16746/large/PNG_image.png?1696516318,6.471e-05,625474162,123,647172837.0,99624166.0,7.146e-05,6.449e-05,-6.448837606139e-06,-9.06309,-62538056.69439149,-9.08967,9664715919716.0,10000000000000.0,10000000000000.0,0.00034495,-81.22913,2024-06-05T07:25:59.137Z,8.428e-08,76727.43341,2021-07-06T01:11:20.438Z,,2025-03-28T09:26:32.392Z
infrared-bera,ibera,Infrared Bera,https://coin-images.coingecko.com/coins/images/54671/large/ibera.jpg?1740966414,8.23,605842132,124,605842132.0,1384200.0,8.78,8.13,0.056958,0.69694,30174365.0,5.24163,73616980.39531215,73616980.39531215,,8.78,-6.73491,2025-03-28T00:56:58.480Z,4.93,66.08447,2025-03-11T00:56:11.387Z,,2025-03-28T09:26:32.852Z
renzo-restaked-eth,ezeth,Renzo Restaked ETH,https://coin-images.coingecko.com/coins/images/34753/large/Ezeth_logo_circle.png?1713496404,1986.91,585872529,125,585872529.0,1326812.0,2116.5,1983.32,-121.5224527911796,-5.76365,-35704902.254307985,-5.74424,294841.288780016,294841.288780016,,4207.05,-52.76045,2024-12-06T20:30:39.115Z,1863.61,6.64203,2025-03-11T01:11:03.270Z,,2025-03-28T09:26:26.555Z
